Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
FDC14,null,Regular,0.072221801,Canned,43.6454,OUT019,1985,Small,Tier 1,Grocery Store,125.8362
FDV20,null,Regular,0.059511812,Fruits and Vegetables,128.0678,OUT027,1985,Medium,Tier 3,Supermarket Type3,2797.6916
DRZ11,8.85,Regular,0.113123893,Soft Drinks,122.5388,OUT018,2009,Medium,Tier 3,Supermarket Type2,1609.9044
FDX10,null,Regular,0.123111453,Snack Foods,36.9874,OUT027,1985,Medium,Tier 3,Supermarket Type3,388.1614
FDL50,12.15,Regular,0.042277867,Canned,126.5046,OUT013,1987,High,Tier 3,Supermarket Type1,373.5138
FDL12,15.85,Regular,0.121632721,Baking Goods,60.622,OUT046,1997,Small,Tier 1,Supermarket Type1,2576.646
FDS02,null,Regular,0.255394896,Dairy,196.8794,OUT019,1985,Small,Tier 1,Grocery Store,780.3176
FDR13,9.895,Regular,0.028696932,Canned,117.0492,OUT013,1987,High,Tier 3,Supermarket Type1,810.9444
FDV27,7.97,Regular,0.040071131,Meat,87.3514,OUT045,2002,null,Tier 2,Supermarket Type1,1062.6168
FDY40,null,Regular,0.15028599,Frozen Foods,51.0692,OUT019,1985,Small,Tier 1,Grocery Store,147.8076
FDZ03,13.65,Regular,0.078946455,Dairy,186.024,OUT045,2002,null,Tier 2,Supermarket Type1,1118.544
FDJ58,15.6,Regular,0.105296072,Snack Foods,170.1764,OUT046,1997,Small,Tier 1,Supermarket Type1,3435.528
FDL12,15.85,Regular,0.121531501,Baking Goods,59.222,OUT013,1987,High,Tier 3,Supermarket Type1,599.22
FDC29,8.39,Regular,0.024205661,Frozen Foods,114.0176,OUT046,1997,Small,Tier 1,Supermarket Type1,2290.352
FDR12,null,Regular,0.031382044,Baking Goods,171.3764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3091.9752
FDG20,15.5,Regular,0.12639886,Fruits and Vegetables,177.0028,OUT017,2007,null,Tier 2,Supermarket Type1,2479.4392
FDQ49,null,Regular,0.039057677,Breakfast,155.963,OUT027,1985,Medium,Tier 3,Supermarket Type3,3285.723
FDN33,6.305,Regular,0.123115764,Snack Foods,95.6436,OUT046,1997,Small,Tier 1,Supermarket Type1,661.8052
FDB56,8.75,Regular,0.07461309,Fruits and Vegetables,187.4556,OUT035,2004,Small,Tier 2,Supermarket Type1,3755.112
FDB56,8.75,Regular,0.074627201,Fruits and Vegetables,187.8556,OUT046,1997,Small,Tier 1,Supermarket Type1,1314.2892
FDD10,null,Regular,0.045797829,Snack Foods,178.5344,OUT027,1985,Medium,Tier 3,Supermarket Type3,2854.9504
FDW57,8.31,Regular,0.115857223,Snack Foods,179.1028,OUT049,1999,Medium,Tier 1,Supermarket Type1,3896.2616
DRB48,16.75,Regular,0.024832806,Soft Drinks,38.7822,OUT013,1987,High,Tier 3,Supermarket Type1,667.7974
FDH14,17.1,Regular,0.0467696,Canned,141.1838,OUT013,1987,High,Tier 3,Supermarket Type1,2247.7408
FDA47,10.5,Regular,0.116576702,Baking Goods,163.121,OUT013,1987,High,Tier 3,Supermarket Type1,1794.331
FDG12,6.635,Regular,0,Baking Goods,121.3098,OUT045,2002,null,Tier 2,Supermarket Type1,2530.7058
FDW39,null,Regular,0.064625342,Meat,176.937,OUT019,1985,Small,Tier 1,Grocery Store,176.437
FDV11,9.1,Regular,0,Breads,173.2054,OUT045,2002,null,Tier 2,Supermarket Type1,3151.8972
FDZ16,16.85,Regular,0.160760054,Frozen Foods,192.4478,OUT017,2007,null,Tier 2,Supermarket Type1,4843.695
FDB14,20.25,Regular,0.171938781,Canned,92.512,OUT010,1998,null,Tier 3,Grocery Store,186.424
FDJ38,8.6,Regular,0.040197932,Canned,190.153,OUT035,2004,Small,Tier 2,Supermarket Type1,3036.048
FDI16,14,Regular,0,Frozen Foods,53.064,OUT035,2004,Small,Tier 2,Supermarket Type1,905.488
FDI04,13.65,Regular,0.073209447,Frozen Foods,197.6426,OUT018,2009,Medium,Tier 3,Supermarket Type2,2768.3964
FDB36,5.465,Regular,0,Baking Goods,132.5626,OUT018,2009,Medium,Tier 3,Supermarket Type2,262.3252
FDQ28,14,Regular,0.060376776,Frozen Foods,154.5656,OUT013,1987,High,Tier 3,Supermarket Type1,2471.4496
FDM22,14,Regular,0.04192285,Snack Foods,54.764,OUT013,1987,High,Tier 3,Supermarket Type1,1331.6
FDW51,6.155,Regular,0.094659871,Meat,214.556,OUT046,1997,Small,Tier 1,Supermarket Type1,2769.728
DRL01,19.5,Regular,0.077608838,Soft Drinks,233.4958,OUT017,2007,null,Tier 2,Supermarket Type1,5375.0034
FDL50,12.15,Regular,0.042485444,Canned,125.0046,OUT018,2009,Medium,Tier 3,Supermarket Type2,1743.0644
FDM15,11.8,Regular,0.057373797,Meat,151.4366,OUT013,1987,High,Tier 3,Supermarket Type1,1360.2294
FDS31,13.1,Regular,0.044155597,Fruits and Vegetables,178.8318,OUT013,1987,High,Tier 3,Supermarket Type1,3969.4996
FDB35,12.3,Regular,0.064750025,Starchy Foods,92.6804,OUT045,2002,null,Tier 2,Supermarket Type1,1010.6844
DRY23,null,Regular,0.191013663,Soft Drinks,42.1112,OUT019,1985,Small,Tier 1,Grocery Store,42.6112
FDQ28,null,Regular,0.060134441,Frozen Foods,153.0656,OUT027,1985,Medium,Tier 3,Supermarket Type3,6024.1584
FDU50,5.75,Regular,0.075107656,Dairy,112.8176,OUT013,1987,High,Tier 3,Supermarket Type1,1374.2112
FDT12,null,Regular,0.049381406,Baking Goods,226.8062,OUT027,1985,Medium,Tier 3,Supermarket Type3,4739.8302
FDK58,11.35,Regular,0.045165796,Snack Foods,100.0016,OUT018,2009,Medium,Tier 3,Supermarket Type2,1012.016
FDO08,null,Regular,0.09415375,Fruits and Vegetables,165.7526,OUT019,1985,Small,Tier 1,Grocery Store,657.8104
FDE04,19.75,Regular,0.018059621,Frozen Foods,179.766,OUT045,2002,null,Tier 2,Supermarket Type1,2336.958
FDL58,5.78,Regular,0.074264356,Snack Foods,264.7568,OUT049,1999,Medium,Tier 1,Supermarket Type1,4745.8224
FDA08,11.85,Regular,0.050186726,Fruits and Vegetables,164.1526,OUT045,2002,null,Tier 2,Supermarket Type1,3124.5994
FDB41,19,Regular,0.097313129,Frozen Foods,48.0718,OUT046,1997,Small,Tier 1,Supermarket Type1,992.7078
FDE40,null,Regular,0.098663652,Dairy,62.9194,OUT027,1985,Medium,Tier 3,Supermarket Type3,2105.2596
FDE36,5.26,Regular,0.041764487,Baking Goods,161.8868,OUT035,2004,Small,Tier 2,Supermarket Type1,3275.736
FDF24,15.5,Regular,0.042464962,Baking Goods,81.5934,OUT010,1998,null,Tier 3,Grocery Store,327.5736
FDS45,null,Regular,0.051643608,Snack Foods,107.3622,OUT019,1985,Small,Tier 1,Grocery Store,317.5866
FDL58,5.78,Regular,0,Snack Foods,263.7568,OUT017,2007,null,Tier 2,Supermarket Type1,2636.568
FDE10,6.67,Regular,0.150554711,Snack Foods,130.0626,OUT010,1998,null,Tier 3,Grocery Store,131.1626
FDR44,6.11,Regular,0,Fruits and Vegetables,131.2968,OUT010,1998,null,Tier 3,Grocery Store,260.9936
FDP28,13.65,Regular,0.134975628,Frozen Foods,260.0936,OUT010,1998,null,Tier 3,Grocery Store,260.9936
FDY24,4.88,Regular,0.133700752,Baking Goods,52.9298,OUT049,1999,Medium,Tier 1,Supermarket Type1,1995.4026
FDC60,5.425,Regular,0.115119905,Baking Goods,88.3514,OUT017,2007,null,Tier 2,Supermarket Type1,1416.8224
FDH28,15.85,Regular,0.110030997,Frozen Foods,37.2506,OUT046,1997,Small,Tier 1,Supermarket Type1,265.6542
FDG33,null,Regular,0.13956116,Seafood,170.4764,OUT027,1985,Medium,Tier 3,Supermarket Type3,3435.528
FDS46,null,Regular,0.082741482,Snack Foods,118.7782,OUT019,1985,Small,Tier 1,Grocery Store,119.1782
FDB35,12.3,Regular,0.064565202,Starchy Foods,92.9804,OUT013,1987,High,Tier 3,Supermarket Type1,1929.4884
FDY56,16.35,Regular,0.062764429,Fruits and Vegetables,227.6062,OUT017,2007,null,Tier 2,Supermarket Type1,7222.5984
FDU44,12.15,Regular,0.058414678,Fruits and Vegetables,163.4552,OUT035,2004,Small,Tier 2,Supermarket Type1,974.7312
FDJ34,11.8,Regular,0.09357779,Snack Foods,125.9704,OUT013,1987,High,Tier 3,Supermarket Type1,1877.556
FDG08,13.15,Regular,0.165694678,Fruits and Vegetables,171.8764,OUT045,2002,null,Tier 2,Supermarket Type1,3779.0808
FDY03,17.6,Regular,0.076276208,Meat,110.9202,OUT045,2002,null,Tier 2,Supermarket Type1,1687.803
FDJ55,12.8,Regular,0.023511371,Meat,225.9404,OUT013,1987,High,Tier 3,Supermarket Type1,4950.8888
FDG28,9.285,Regular,0.049559042,Frozen Foods,246.4144,OUT017,2007,null,Tier 2,Supermarket Type1,1225.072
FDY38,13.6,Regular,0.119418124,Dairy,231.03,OUT045,2002,null,Tier 2,Supermarket Type1,5359.69
FDW04,8.985,Regular,0.057827101,Frozen Foods,128.831,OUT046,1997,Small,Tier 1,Supermarket Type1,1428.141
FDY03,17.6,Regular,0.076552407,Meat,110.5202,OUT017,2007,null,Tier 2,Supermarket Type1,450.0808
FDZ32,7.785,Regular,0.038288087,Fruits and Vegetables,103.1964,OUT018,2009,Medium,Tier 3,Supermarket Type2,736.3748
FDT39,6.26,Regular,0.009866049,Meat,151.1366,OUT035,2004,Small,Tier 2,Supermarket Type1,2267.049
FDB57,20.25,Regular,0.018801549,Fruits and Vegetables,222.1772,OUT035,2004,Small,Tier 2,Supermarket Type1,5559.43
FDM25,null,Regular,0.060371962,Breakfast,174.0712,OUT027,1985,Medium,Tier 3,Supermarket Type3,3866.9664
FDV60,null,Regular,0.11679292,Baking Goods,196.211,OUT027,1985,Medium,Tier 3,Supermarket Type3,5499.508
FDE33,19.35,Regular,0.049916364,Fruits and Vegetables,80.2644,OUT017,2007,null,Tier 2,Supermarket Type1,942.7728
FDV13,null,Regular,0.02747716,Canned,87.9856,OUT027,1985,Medium,Tier 3,Supermarket Type3,3251.7672
FDV20,null,Regular,0.104704537,Fruits and Vegetables,125.2678,OUT019,1985,Small,Tier 1,Grocery Store,254.3356
FDD40,20.25,Regular,0.014790559,Dairy,193.6162,OUT035,2004,Small,Tier 2,Supermarket Type1,3848.324
FDA01,15,Regular,0.054378253,Canned,59.1904,OUT046,1997,Small,Tier 1,Supermarket Type1,527.3136
FDS33,6.67,Regular,0.123428594,Snack Foods,89.1514,OUT046,1997,Small,Tier 1,Supermarket Type1,2390.8878
FDM50,null,Regular,0.029943463,Canned,60.222,OUT027,1985,Medium,Tier 3,Supermarket Type3,1677.816
FDB29,16.7,Regular,0.052368061,Frozen Foods,112.7176,OUT013,1987,High,Tier 3,Supermarket Type1,801.6232
FDC08,19,Regular,0.173154079,Fruits and Vegetables,228.272,OUT010,1998,null,Tier 3,Grocery Store,452.744
FDX36,9.695,Regular,0.12848269,Baking Goods,223.9404,OUT049,1999,Medium,Tier 1,Supermarket Type1,4950.8888
FDC52,11.15,Regular,0.008326735,Dairy,149.9708,OUT017,2007,null,Tier 2,Supermarket Type1,1956.1204
FDZ35,9.6,Regular,0.022323658,Breads,101.299,OUT045,2002,null,Tier 2,Supermarket Type1,1754.383
FDN58,null,Regular,0.056596985,Snack Foods,230.9984,OUT027,1985,Medium,Tier 3,Supermarket Type3,9267.936
FDO01,null,Regular,0.020618324,Breakfast,129.3994,OUT027,1985,Medium,Tier 3,Supermarket Type3,2055.9904
FDQ07,15.1,Regular,0.087584126,Fruits and Vegetables,221.7456,OUT045,2002,null,Tier 2,Supermarket Type1,6410.3224
FDF28,15.7,Regular,0.038078899,Frozen Foods,122.9046,OUT017,2007,null,Tier 2,Supermarket Type1,1992.0736
FDY49,null,Regular,0.011953902,Canned,164.5184,OUT027,1985,Medium,Tier 3,Supermarket Type3,2807.0128
FDR24,17.35,Regular,0.062799379,Baking Goods,88.183,OUT013,1987,High,Tier 3,Supermarket Type1,539.298
FDP59,20.85,Regular,0.056695731,Breads,104.0648,OUT018,2009,Medium,Tier 3,Supermarket Type2,1869.5664
FDR59,14.5,Regular,0.063993068,Breads,260.4594,OUT045,2002,null,Tier 2,Supermarket Type1,5494.8474
FDT27,11.395,Regular,0.069529262,Meat,233.1616,OUT013,1987,High,Tier 3,Supermarket Type1,6093.4016
FDU09,7.71,Regular,0.06670068,Snack Foods,55.2956,OUT049,1999,Medium,Tier 1,Supermarket Type1,1255.6988
FDH26,19.25,Regular,0.034699737,Canned,141.7496,OUT046,1997,Small,Tier 1,Supermarket Type1,4093.3384
FDN39,null,Regular,0.065203103,Meat,166.0816,OUT027,1985,Medium,Tier 3,Supermarket Type3,5033.448
FDH40,11.6,Regular,0.078929571,Frozen Foods,79.9276,OUT046,1997,Small,Tier 1,Supermarket Type1,1137.1864
FDD44,8.05,Regular,0.07838564,Fruits and Vegetables,256.4646,OUT035,2004,Small,Tier 2,Supermarket Type1,5153.292
FDS15,9.195,Regular,0.078502143,Meat,108.7596,OUT017,2007,null,Tier 2,Supermarket Type1,2588.6304
FDL51,20.7,Regular,0.047684831,Dairy,212.5876,OUT018,2009,Medium,Tier 3,Supermarket Type2,1286.3256
FDL32,15.7,Regular,0.123159656,Fruits and Vegetables,110.1544,OUT017,2007,null,Tier 2,Supermarket Type1,1230.3984
FDZ07,null,Regular,0,Fruits and Vegetables,60.2194,OUT027,1985,Medium,Tier 3,Supermarket Type3,1733.7432
FDO51,6.785,Regular,0.041947547,Meat,41.2112,OUT013,1987,High,Tier 3,Supermarket Type1,809.6128
FDF45,18.2,Regular,0.012194556,Fruits and Vegetables,57.7904,OUT013,1987,High,Tier 3,Supermarket Type1,1464.76
FDY28,7.47,Regular,0,Frozen Foods,214.3218,OUT035,2004,Small,Tier 2,Supermarket Type1,4274.436
FDX31,null,Regular,0.014753811,Fruits and Vegetables,231.7958,OUT027,1985,Medium,Tier 3,Supermarket Type3,5375.0034
FDP51,13.85,Regular,0.085622362,Meat,119.4124,OUT018,2009,Medium,Tier 3,Supermarket Type2,2251.7356
FDL52,6.635,Regular,0.046350909,Frozen Foods,37.4506,OUT017,2007,null,Tier 2,Supermarket Type1,1176.4686
FDR44,6.11,Regular,0.102920886,Fruits and Vegetables,130.4968,OUT046,1997,Small,Tier 1,Supermarket Type1,3523.4136
FDP22,null,Regular,0,Snack Foods,52.6666,OUT027,1985,Medium,Tier 3,Supermarket Type3,717.7324
FDW07,18,Regular,0.142688846,Fruits and Vegetables,88.5514,OUT046,1997,Small,Tier 1,Supermarket Type1,796.9626
FDG35,21.2,Regular,0.00704098,Starchy Foods,173.5738,OUT046,1997,Small,Tier 1,Supermarket Type1,2954.1546
FDY34,10.5,Regular,0.011026594,Snack Foods,166.4842,OUT018,2009,Medium,Tier 3,Supermarket Type2,2652.5472
FDU45,null,Regular,0.035334201,Snack Foods,115.3518,OUT027,1985,Medium,Tier 3,Supermarket Type3,2277.036
FDM60,10.8,Regular,0.048143292,Baking Goods,40.2138,OUT046,1997,Small,Tier 1,Supermarket Type1,690.4346
FDF11,10.195,Regular,0.017627888,Starchy Foods,239.6538,OUT035,2004,Small,Tier 2,Supermarket Type1,2403.538
FDW43,20.1,Regular,0.022460102,Fruits and Vegetables,226.8036,OUT049,1999,Medium,Tier 1,Supermarket Type1,3415.554
FDA27,20.35,Regular,0,Dairy,256.7672,OUT018,2009,Medium,Tier 3,Supermarket Type2,5624.6784
FDY56,16.35,Regular,0.062508438,Fruits and Vegetables,227.1062,OUT049,1999,Medium,Tier 1,Supermarket Type1,5642.655
FDW07,18,Regular,0.142978223,Fruits and Vegetables,87.4514,OUT045,2002,null,Tier 2,Supermarket Type1,796.9626
FDU01,20.25,Regular,0.011995271,Canned,184.5924,OUT046,1997,Small,Tier 1,Supermarket Type1,4997.4948
FDF10,15.5,Regular,0.15717236,Snack Foods,149.1418,OUT049,1999,Medium,Tier 1,Supermarket Type1,588.5672
FDW27,null,Regular,0.264124669,Meat,155.7314,OUT019,1985,Small,Tier 1,Grocery Store,155.1314
FDB29,16.7,Regular,0.052517969,Frozen Foods,115.4176,OUT045,2002,null,Tier 2,Supermarket Type1,687.1056
FDL51,20.7,Regular,0.047565208,Dairy,213.4876,OUT049,1999,Medium,Tier 1,Supermarket Type1,1929.4884
FDP59,20.85,Regular,0.056580228,Breads,105.6648,OUT045,2002,null,Tier 2,Supermarket Type1,623.1888
FDS09,null,Regular,0.141975462,Snack Foods,49.6008,OUT019,1985,Small,Tier 1,Grocery Store,50.6008
FDH53,20.5,Regular,0.019199733,Frozen Foods,84.3592,OUT046,1997,Small,Tier 1,Supermarket Type1,1816.3024
FDZ13,7.84,Regular,0.154120252,Canned,51.935,OUT018,2009,Medium,Tier 3,Supermarket Type2,199.74
FDU46,10.3,Regular,0.011117041,Snack Foods,85.854,OUT013,1987,High,Tier 3,Supermarket Type1,2683.174
FDB14,20.25,Regular,0.102723919,Canned,93.212,OUT046,1997,Small,Tier 1,Supermarket Type1,1957.452
DRB48,null,Regular,0.024733134,Soft Drinks,40.2822,OUT027,1985,Medium,Tier 3,Supermarket Type3,1296.3126
FDR52,12.65,Regular,0.076354362,Frozen Foods,192.1846,OUT018,2009,Medium,Tier 3,Supermarket Type2,1146.5076
FDT09,15.15,Regular,0.012282366,Snack Foods,132.5284,OUT049,1999,Medium,Tier 1,Supermarket Type1,1713.7692
FDM24,6.135,Regular,0,Baking Goods,151.3366,OUT045,2002,null,Tier 2,Supermarket Type1,1057.9562
FDQ45,9.5,Regular,0.010907967,Snack Foods,182.3608,OUT013,1987,High,Tier 3,Supermarket Type1,2940.1728
FDO11,null,Regular,0.030118338,Breads,248.8092,OUT027,1985,Medium,Tier 3,Supermarket Type3,3486.1288
FDV57,15.25,Regular,0.065999008,Snack Foods,177.966,OUT049,1999,Medium,Tier 1,Supermarket Type1,2336.958
FDR56,null,Regular,0.100277876,Fruits and Vegetables,196.8768,OUT027,1985,Medium,Tier 3,Supermarket Type3,7094.7648
FDA40,16,Regular,0.099252438,Frozen Foods,87.4856,OUT035,2004,Small,Tier 2,Supermarket Type1,1054.6272
FDC40,16,Regular,0.065431917,Dairy,76.1986,OUT017,2007,null,Tier 2,Supermarket Type1,1869.5664
FDW31,11.35,Regular,0.043333912,Fruits and Vegetables,201.0742,OUT018,2009,Medium,Tier 3,Supermarket Type2,2189.8162
FDL48,19.35,Regular,0.082197959,Baking Goods,49.2034,OUT013,1987,High,Tier 3,Supermarket Type1,729.051
FDZ47,null,Regular,0.078912473,Baking Goods,99.9042,OUT027,1985,Medium,Tier 3,Supermarket Type3,3273.7386
FDL52,6.635,Regular,0,Frozen Foods,39.7506,OUT013,1987,High,Tier 3,Supermarket Type1,303.6048
FDY56,16.35,Regular,0.062411404,Fruits and Vegetables,225.9062,OUT046,1997,Small,Tier 1,Supermarket Type1,5416.9488
FDC08,19,Regular,0.104035148,Fruits and Vegetables,227.772,OUT017,2007,null,Tier 2,Supermarket Type1,5206.556
FDN16,12.6,Regular,0.062648111,Frozen Foods,104.899,OUT013,1987,High,Tier 3,Supermarket Type1,1960.781
FDO19,null,Regular,0.016516275,Fruits and Vegetables,47.4034,OUT027,1985,Medium,Tier 3,Supermarket Type3,2187.153
FDV37,null,Regular,0.083109455,Canned,195.8426,OUT027,1985,Medium,Tier 3,Supermarket Type3,5734.5354
FDB38,null,Regular,0,Canned,160.692,OUT019,1985,Small,Tier 1,Grocery Store,319.584
FDI27,8.71,Regular,0.04605781,Dairy,43.8744,OUT049,1999,Medium,Tier 1,Supermarket Type1,633.8416
FDW44,9.5,Regular,0.035205866,Fruits and Vegetables,171.3448,OUT049,1999,Medium,Tier 1,Supermarket Type1,2386.2272
FDU21,11.8,Regular,0.076705948,Snack Foods,34.7558,OUT035,2004,Small,Tier 2,Supermarket Type1,780.9834
FDN39,19.35,Regular,0.065520388,Meat,168.3816,OUT046,1997,Small,Tier 1,Supermarket Type1,1342.2528
FDJ14,10.3,Regular,0.050353695,Canned,78.696,OUT017,2007,null,Tier 2,Supermarket Type1,1757.712
FDS32,17.75,Regular,0,Fruits and Vegetables,139.9838,OUT045,2002,null,Tier 2,Supermarket Type1,1966.7732
FDJ20,20.7,Regular,0.100330684,Fruits and Vegetables,123.4388,OUT049,1999,Medium,Tier 1,Supermarket Type1,1238.388
FDX22,6.785,Regular,0.022970468,Snack Foods,211.0928,OUT035,2004,Small,Tier 2,Supermarket Type1,4418.2488
FDL58,5.78,Regular,0.07429945,Snack Foods,264.9568,OUT045,2002,null,Tier 2,Supermarket Type1,1845.5976
FDL25,6.92,Regular,0.131128467,Breakfast,93.1804,OUT049,1999,Medium,Tier 1,Supermarket Type1,1561.9668
FDD40,20.25,Regular,0.014816356,Dairy,194.1162,OUT049,1999,Medium,Tier 1,Supermarket Type1,3848.324
FDO22,13.5,Regular,0.017960492,Snack Foods,81.596,OUT017,2007,null,Tier 2,Supermarket Type1,639.168
FDJ21,16.7,Regular,0.038606365,Snack Foods,146.5102,OUT045,2002,null,Tier 2,Supermarket Type1,2770.3938
DRB48,16.75,Regular,0,Soft Drinks,39.3822,OUT046,1997,Small,Tier 1,Supermarket Type1,353.5398
FDW03,5.63,Regular,0.024579432,Meat,105.3306,OUT049,1999,Medium,Tier 1,Supermarket Type1,1045.306
FDL25,6.92,Regular,0.131665479,Breakfast,91.8804,OUT017,2007,null,Tier 2,Supermarket Type1,275.6412
FDG14,9,Regular,0.050786366,Canned,152.2024,OUT017,2007,null,Tier 2,Supermarket Type1,3643.2576
FDR36,6.715,Regular,0.121485195,Baking Goods,40.2454,OUT013,1987,High,Tier 3,Supermarket Type1,587.2356
FDQ48,14.3,Regular,0.034404732,Baking Goods,98.1726,OUT035,2004,Small,Tier 2,Supermarket Type1,489.363
FDX46,12.3,Regular,0,Snack Foods,57.3562,OUT013,1987,High,Tier 3,Supermarket Type1,177.7686
FDX33,9.195,Regular,0.118149377,Snack Foods,160.5578,OUT017,2007,null,Tier 2,Supermarket Type1,1283.6624
FDC40,16,Regular,0.065009745,Dairy,79.5986,OUT013,1987,High,Tier 3,Supermarket Type1,934.7832
FDO19,17.7,Regular,0.016630303,Fruits and Vegetables,48.1034,OUT045,2002,null,Tier 2,Supermarket Type1,534.6374
FDP13,8.1,Regular,0.134532392,Canned,39.448,OUT049,1999,Medium,Tier 1,Supermarket Type1,878.856
FDT32,19,Regular,0.065901299,Fruits and Vegetables,188.7214,OUT018,2009,Medium,Tier 3,Supermarket Type2,1695.7926
FDK20,12.6,Regular,0.041622264,Fruits and Vegetables,124.0072,OUT049,1999,Medium,Tier 1,Supermarket Type1,4042.7376
FDM01,7.895,Regular,0.0945493,Breakfast,102.6332,OUT035,2004,Small,Tier 2,Supermarket Type1,1640.5312
FDE05,null,Regular,0,Frozen Foods,145.2102,OUT019,1985,Small,Tier 1,Grocery Store,437.4306
FDT32,null,Regular,0.065316099,Fruits and Vegetables,189.9214,OUT027,1985,Medium,Tier 3,Supermarket Type3,5087.3778
FDZ01,8.975,Regular,0.01516265,Canned,101.899,OUT010,1998,null,Tier 3,Grocery Store,103.199
FDM08,10.1,Regular,0.053584207,Fruits and Vegetables,224.4088,OUT046,1997,Small,Tier 1,Supermarket Type1,4697.8848
FDS58,9.285,Regular,0.020989132,Snack Foods,158.6578,OUT013,1987,High,Tier 3,Supermarket Type1,2406.867
FDZ26,11.6,Regular,0.144017405,Dairy,238.3222,OUT046,1997,Small,Tier 1,Supermarket Type1,5736.5328
FDT01,13.65,Regular,0.18454121,Canned,211.5902,OUT045,2002,null,Tier 2,Supermarket Type1,4672.5844
FDF53,20.75,Regular,0.083590755,Frozen Foods,182.2318,OUT035,2004,Small,Tier 2,Supermarket Type1,3067.3406
FDS45,5.175,Regular,0.029471408,Snack Foods,105.4622,OUT013,1987,High,Tier 3,Supermarket Type1,3281.7282
FDR20,20,Regular,0.028282832,Fruits and Vegetables,46.2744,OUT017,2007,null,Tier 2,Supermarket Type1,1086.5856
FDD38,16.75,Regular,0.008208342,Canned,102.8674,OUT045,2002,null,Tier 2,Supermarket Type1,1528.011
FDB56,8.75,Regular,0.074931201,Fruits and Vegetables,187.6556,OUT018,2009,Medium,Tier 3,Supermarket Type2,938.778
FDW22,9.695,Regular,0.03033748,Snack Foods,222.9114,OUT049,1999,Medium,Tier 1,Supermarket Type1,5764.4964
FDG38,8.975,Regular,0.05268526,Canned,83.3224,OUT013,1987,High,Tier 3,Supermarket Type1,3579.3408
FDS19,13.8,Regular,0.064153845,Fruits and Vegetables,76.9012,OUT013,1987,High,Tier 3,Supermarket Type1,607.2096
FDL02,20,Regular,0.104245198,Canned,105.3622,OUT049,1999,Medium,Tier 1,Supermarket Type1,1270.3464
FDO51,null,Regular,0.041779181,Meat,43.4112,OUT027,1985,Medium,Tier 3,Supermarket Type3,1107.8912
FDO27,6.175,Regular,0.179806961,Meat,95.2752,OUT018,2009,Medium,Tier 3,Supermarket Type2,1534.0032
FDR16,5.845,Regular,0.105445801,Frozen Foods,214.4218,OUT018,2009,Medium,Tier 3,Supermarket Type2,1496.0526
FDF44,7.17,Regular,0.05997133,Fruits and Vegetables,132.1968,OUT018,2009,Medium,Tier 3,Supermarket Type2,2870.9296
FDU50,5.75,Regular,0.075595405,Dairy,114.7176,OUT017,2007,null,Tier 2,Supermarket Type1,1259.6936
